      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page    1
CALSFEB27   .ELWA  .   1  Disk= 2    SN Table version   2
Title: AIPS UV DATA FILE SOLUTION TABLE
 
Created by      FRING on 05-MAR-2018 13:24:25
Last written by FRING on 05-MAR-2018 15:14:49
Ncol 26  Nrow 2222    Sort cols:
    Table has     8 keyword-value pairs:
   NO_ANT   =           52
   NO_POL   =            2
   NO_IF    =            1
   NO_NODES =            0
   MGMOD    =  1.0000000000000D+00
   APPLIED  =  F
   REVISION =           11
   SNORIGIN =            0
   Table can be written as a FITS ASCII table
 
COL. NO.       1           2          3          4         5        6        7         8        9        10       11       12
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     533  06:05:42.9  00:01:05.0      3          5         1        1       0.000      0       0.000    0.000    0.000  -0.1102
     534  06:05:42.9  00:01:05.0      3          6         1        1       0.000      0       0.000    0.000    0.000  -0.3071
     535  06:05:42.9  00:01:05.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.7873
     536  06:05:42.9  00:01:05.0      3          8         1        1       0.000      0       0.000    0.000    0.000  -0.3711
     537  06:05:42.9  00:01:05.0      3          9         1        1       0.000      0       0.000    0.000    0.000   0.8705
     538  06:05:42.9  00:01:05.0      3         10         1        1       0.000      0       0.000    0.000    0.000   0.4162
     539  06:05:42.9  00:01:05.0      3         11         1        1       0.000      0       0.000    0.000    0.000   0.9809
     540  06:05:42.9  00:01:05.0      3         12         1        1       0.000      0       0.000    0.000    0.000   0.3788
     541  06:05:42.9  00:01:05.0      3         14         1        1       0.000      0       0.000    0.000    0.000  -0.9093
     542  06:05:42.9  00:01:05.0      3         18         1        1       0.000      0       0.000    0.000    0.000   0.7394
     543  06:05:42.9  00:01:05.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.9882
     544  06:05:42.9  00:01:05.0      3         20         1        1       0.000      0       0.000    0.000    0.000   0.6040
     545  06:05:42.9  00:01:05.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.1963
     546  06:05:42.9  00:01:05.0      3         24         1        1       0.000      0       0.000    0.000    0.000   0.2560
     547  06:05:42.9  00:01:05.0      3         25         1        1       0.000      0       0.000    0.000    0.000   0.9317
     548  06:05:42.9  00:01:05.0      3         27         1        1       0.000      0       0.000    0.000    0.000   0.8911
     549  06:05:42.9  00:01:05.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     550  06:05:42.9  00:01:05.0      3         52         1        1       0.000      0       0.000    0.000    0.000     INDE
     551  06:06:48.4  00:01:04.0      3          1         1        1       0.000      0       0.000    0.000    0.000   0.9428
     552  06:06:48.4  00:01:04.0      3          2         1        1       0.000      0       0.000    0.000    0.000  -1.0000
     553  06:06:48.4  00:01:04.0      3          3         1        1       0.000      0       0.000    0.000    0.000   0.5872
     554  06:06:48.4  00:01:04.0      3          4         1        1       0.000      0       0.000    0.000    0.000   0.8644
     555  06:06:48.4  00:01:04.0      3          5         1        1       0.000      0       0.000    0.000    0.000  -0.9633
     556  06:06:48.4  00:01:04.0      3          6         1        1       0.000      0       0.000    0.000    0.000   0.0183
     557  06:06:48.4  00:01:04.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.9719
     558  06:06:48.4  00:01:04.0      3          8         1        1       0.000      0       0.000    0.000    0.000  -0.6043
     559  06:06:48.4  00:01:04.0      3          9         1        1       0.000      0       0.000    0.000    0.000   0.6583
     560  06:06:48.4  00:01:04.0      3         10         1        1       0.000      0       0.000    0.000    0.000   0.8919
     561  06:06:48.4  00:01:04.0      3         11         1        1       0.000      0       0.000    0.000    0.000   0.9985
     562  06:06:48.4  00:01:04.0      3         12         1        1       0.000      0       0.000    0.000    0.000  -0.9981
     563  06:06:48.4  00:01:04.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.1490
     564  06:06:48.4  00:01:04.0      3         18         1        1       0.000      0       0.000    0.000    0.000   0.9615
     565  06:06:48.4  00:01:04.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.9714
     566  06:06:48.4  00:01:04.0      3         20         1        1       0.000      0       0.000    0.000    0.000   0.4482
     567  06:06:48.4  00:01:04.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.8421
     568  06:06:48.4  00:01:04.0      3         24         1        1       0.000      0       0.000    0.000    0.000   0.4262
     569  06:06:48.4  00:01:04.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.2431
     570  06:06:48.4  00:01:04.0      3         27         1        1       0.000      0       0.000    0.000    0.000   0.9132
     571  06:06:48.4  00:01:04.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     572  06:06:48.4  00:01:04.0      3         52         1        1       0.000      0       0.000    0.000    0.000   0.0270
     573  06:07:53.4  00:01:04.0      3          1         1        1       0.000      0       0.000    0.000    0.000   0.9343
     574  06:07:53.4  00:01:04.0      3          2         1        1       0.000      0       0.000    0.000    0.000  -0.9886
     575  06:07:53.4  00:01:04.0      3          3         1        1       0.000      0       0.000    0.000    0.000   0.6065
     576  06:07:53.4  00:01:04.0      3          4         1        1       0.000      0       0.000    0.000    0.000   0.6918
     577  06:07:53.4  00:01:04.0      3          5         1        1       0.000      0       0.000    0.000    0.000   0.1425
     578  06:07:53.4  00:01:04.0      3          6         1        1       0.000      0       0.000    0.000    0.000  -0.6648
     579  06:07:53.4  00:01:04.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.5715
     580  06:07:53.4  00:01:04.0      3          8         1        1       0.000      0       0.000    0.000    0.000  -0.7046
     581  06:07:53.4  00:01:04.0      3          9         1        1       0.000      0       0.000    0.000    0.000   0.8190
     582  06:07:53.4  00:01:04.0      3         10         1        1       0.000      0       0.000    0.000    0.000   0.9931
     583  06:07:53.4  00:01:04.0      3         11         1        1       0.000      0       0.000    0.000    0.000   0.6102
     584  06:07:53.4  00:01:04.0      3         12         1        1       0.000      0       0.000    0.000    0.000  -0.7444
     585  06:07:53.4  00:01:04.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.7353
     586  06:07:53.4  00:01:04.0      3         18         1        1       0.000      0       0.000    0.000    0.000   0.9723
     587  06:07:53.4  00:01:04.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.9010
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   12
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     588  06:07:53.4  00:01:04.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.0165
     589  06:07:53.4  00:01:04.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.9765
     590  06:07:53.4  00:01:04.0      3         24         1        1       0.000      0       0.000    0.000    0.000   0.9106
     591  06:07:53.4  00:01:04.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.8745
     592  06:07:53.4  00:01:04.0      3         27         1        1       0.000      0       0.000    0.000    0.000   0.7679
     593  06:07:53.4  00:01:04.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     594  06:07:53.4  00:01:04.0      3         52         1        1       0.000      0       0.000    0.000    0.000  -0.6861
     595  06:08:58.4  00:01:04.0      3          1         1        1       0.000      0       0.000    0.000    0.000   0.8633
     596  06:08:58.4  00:01:04.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.6265
     597  06:08:58.4  00:01:04.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.5569
     598  06:08:58.4  00:01:04.0      3          4         1        1       0.000      0       0.000    0.000    0.000  -0.0759
     599  06:08:58.4  00:01:04.0      3          5         1        1       0.000      0       0.000    0.000    0.000  -0.9016
     600  06:08:58.4  00:01:04.0      3          6         1        1       0.000      0       0.000    0.000    0.000  -0.8330
     601  06:08:58.4  00:01:04.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.5738
     602  06:08:58.4  00:01:04.0      3          8         1        1       0.000      0       0.000    0.000    0.000  -0.9830
     603  06:08:58.4  00:01:04.0      3          9         1        1       0.000      0       0.000    0.000    0.000   0.7391
     604  06:08:58.4  00:01:04.0      3         10         1        1       0.000      0       0.000    0.000    0.000   0.9931
     605  06:08:58.4  00:01:04.0      3         11         1        1       0.000      0       0.000    0.000    0.000  -0.7933
     606  06:08:58.4  00:01:04.0      3         12         1        1       0.000      0       0.000    0.000    0.000  -0.0904
     607  06:08:58.4  00:01:04.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.0572
     608  06:08:58.4  00:01:04.0      3         18         1        1       0.000      0       0.000    0.000    0.000   0.1129
     609  06:08:58.4  00:01:04.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.9977
     610  06:08:58.4  00:01:04.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.4025
     611  06:08:58.4  00:01:04.0      3         23         1        1       0.000      0       0.000    0.000    0.000  -0.2961
     612  06:08:58.4  00:01:04.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.3020
     613  06:08:58.4  00:01:04.0      3         25         1        1       0.000      0       0.000    0.000    0.000   0.9517
     614  06:08:58.4  00:01:04.0      3         27         1        1       0.000      0       0.000    0.000    0.000  -0.8273
     615  06:08:58.4  00:01:04.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     616  06:08:58.4  00:01:04.0      3         52         1        1       0.000      0       0.000    0.000    0.000   0.2986
     617  06:17:41.5  00:01:04.0      3          1         1        1       0.000      0       0.000    0.000    0.000  -0.2131
     618  06:17:41.5  00:01:04.0      3          2         1        1       0.000      0       0.000    0.000    0.000  -0.0144
     619  06:17:41.5  00:01:04.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.2814
     620  06:17:41.5  00:01:04.0      3          4         1        1       0.000      0       0.000    0.000    0.000   0.8369
     621  06:17:41.5  00:01:04.0      3          5         1        1       0.000      0       0.000    0.000    0.000  -0.1973
     622  06:17:41.5  00:01:04.0      3          6         1        1       0.000      0       0.000    0.000    0.000  -0.9107
     623  06:17:41.5  00:01:04.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.9141
     624  06:17:41.5  00:01:04.0      3          8         1        1       0.000      0       0.000    0.000    0.000   0.4396
     625  06:17:41.5  00:01:04.0      3          9         1        1       0.000      0       0.000    0.000    0.000   0.9999
     626  06:17:41.5  00:01:04.0      3         10         1        1       0.000      0       0.000    0.000    0.000   0.7586
     627  06:17:41.5  00:01:04.0      3         11         1        1       0.000      0       0.000    0.000    0.000  -0.8408
     628  06:17:41.5  00:01:04.0      3         12         1        1       0.000      0       0.000    0.000    0.000   0.1561
     629  06:17:41.5  00:01:04.0      3         14         1        1       0.000      0       0.000    0.000    0.000  -0.9602
     630  06:17:41.5  00:01:04.0      3         18         1        1       0.000      0       0.000    0.000    0.000  -0.2319
     631  06:17:41.5  00:01:04.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.9087
     632  06:17:41.5  00:01:04.0      3         20         1        1       0.000      0       0.000    0.000    0.000   0.9142
     633  06:17:41.5  00:01:04.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.8718
     634  06:17:41.5  00:01:04.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.9890
     635  06:17:41.5  00:01:04.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.8116
     636  06:17:41.5  00:01:04.0      3         27         1        1       0.000      0       0.000    0.000    0.000  -0.8865
     637  06:17:41.5  00:01:04.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     638  06:17:41.5  00:01:04.0      3         52         1        1       0.000      0       0.000    0.000    0.000  -0.9984
     639  06:18:46.0  00:01:03.0      3          1         1        1       0.000      0       0.000    0.000    0.000   0.4365
     640  06:18:46.0  00:01:03.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.9992
     641  06:18:46.0  00:01:03.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.9021
     642  06:18:46.0  00:01:03.0      3          4         1        1       0.000      0       0.000    0.000    0.000   0.8638
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   13
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     643  06:18:46.0  00:01:03.0      3          5         1        1       0.000      0       0.000    0.000    0.000  -0.9840
     644  06:18:46.0  00:01:03.0      3          6         1        1       0.000      0       0.000    0.000    0.000  -0.8606
     645  06:18:46.0  00:01:03.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.6851
     646  06:18:46.0  00:01:03.0      3          8         1        1       0.000      0       0.000    0.000    0.000   0.6684
     647  06:18:46.0  00:01:03.0      3          9         1        1       0.000      0       0.000    0.000    0.000   0.7336
     648  06:18:46.0  00:01:03.0      3         10         1        1       0.000      0       0.000    0.000    0.000   0.6172
     649  06:18:46.0  00:01:03.0      3         11         1        1       0.000      0       0.000    0.000    0.000   0.0591
     650  06:18:46.0  00:01:03.0      3         12         1        1       0.000      0       0.000    0.000    0.000  -0.1428
     651  06:18:46.0  00:01:03.0      3         14         1        1       0.000      0       0.000    0.000    0.000  -0.9100
     652  06:18:46.0  00:01:03.0      3         18         1        1       0.000      0       0.000    0.000    0.000  -0.8343
     653  06:18:46.0  00:01:03.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.9708
     654  06:18:46.0  00:01:03.0      3         20         1        1       0.000      0       0.000    0.000    0.000   0.8589
     655  06:18:46.0  00:01:03.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.9136
     656  06:18:46.0  00:01:03.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.8372
     657  06:18:46.0  00:01:03.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.9965
     658  06:18:46.0  00:01:03.0      3         27         1        1       0.000      0       0.000    0.000    0.000   0.7872
     659  06:18:46.0  00:01:03.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     660  06:18:46.0  00:01:03.0      3         52         1        1       0.000      0       0.000    0.000    0.000  -0.9981
     661  06:19:50.0  00:01:03.0      3          1         1        1       0.000      0       0.000    0.000    0.000   0.9932
     662  06:19:50.0  00:01:03.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.9998
     663  06:19:50.0  00:01:03.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.6186
     664  06:19:50.0  00:01:03.0      3          4         1        1       0.000      0       0.000    0.000    0.000   0.6848
     665  06:19:50.0  00:01:03.0      3          5         1        1       0.000      0       0.000    0.000    0.000  -0.2593
     666  06:19:50.0  00:01:03.0      3          6         1        1       0.000      0       0.000    0.000    0.000  -0.4634
     667  06:19:50.0  00:01:03.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.3781
     668  06:19:50.0  00:01:03.0      3          8         1        1       0.000      0       0.000    0.000    0.000   0.5725
     669  06:19:50.0  00:01:03.0      3          9         1        1       0.000      0       0.000    0.000    0.000   0.1576
     670  06:19:50.0  00:01:03.0      3         10         1        1       0.000      0       0.000    0.000    0.000   0.4566
     671  06:19:50.0  00:01:03.0      3         11         1        1       0.000      0       0.000    0.000    0.000   0.6703
     672  06:19:50.0  00:01:03.0      3         12         1        1       0.000      0       0.000    0.000    0.000  -0.3649
     673  06:19:50.0  00:01:03.0      3         14         1        1       0.000      0       0.000    0.000    0.000  -0.3941
     674  06:19:50.0  00:01:03.0      3         18         1        1       0.000      0       0.000    0.000    0.000  -0.8371
     675  06:19:50.0  00:01:03.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.6119
     676  06:19:50.0  00:01:03.0      3         20         1        1       0.000      0       0.000    0.000    0.000   0.9153
     677  06:19:50.0  00:01:03.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.5733
     678  06:19:50.0  00:01:03.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.9995
     679  06:19:50.0  00:01:03.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.9991
     680  06:19:50.0  00:01:03.0      3         27         1        1       0.000      0       0.000    0.000    0.000   0.6077
     681  06:19:50.0  00:01:03.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     682  06:19:50.0  00:01:03.0      3         52         1        1       0.000      0       0.000    0.000    0.000  -1.0000
     683  06:20:54.5  00:01:04.0      3          1         1        1       0.000      0       0.000    0.000    0.000   0.4960
     684  06:20:54.5  00:01:04.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.9785
     685  06:20:54.5  00:01:04.0      3          3         1        1       0.000      0       0.000    0.000    0.000   0.1832
     686  06:20:54.5  00:01:04.0      3          4         1        1       0.000      0       0.000    0.000    0.000   0.9942
     687  06:20:54.5  00:01:04.0      3          5         1        1       0.000      0       0.000    0.000    0.000   0.1737
     688  06:20:54.5  00:01:04.0      3          6         1        1       0.000      0       0.000    0.000    0.000  -0.6345
     689  06:20:54.5  00:01:04.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.1864
     690  06:20:54.5  00:01:04.0      3          8         1        1       0.000      0       0.000    0.000    0.000   0.3598
     691  06:20:54.5  00:01:04.0      3          9         1        1       0.000      0       0.000    0.000    0.000   0.2333
     692  06:20:54.5  00:01:04.0      3         10         1        1       0.000      0       0.000    0.000    0.000   0.2463
     693  06:20:54.5  00:01:04.0      3         11         1        1       0.000      0       0.000    0.000    0.000   0.8106
     694  06:20:54.5  00:01:04.0      3         12         1        1       0.000      0       0.000    0.000    0.000  -0.0124
     695  06:20:54.5  00:01:04.0      3         14         1        1       0.000      0       0.000    0.000    0.000  -0.6573
     696  06:20:54.5  00:01:04.0      3         18         1        1       0.000      0       0.000    0.000    0.000  -0.0815
     697  06:20:54.5  00:01:04.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.5856
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   14
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     698  06:20:54.5  00:01:04.0      3         20         1        1       0.000      0       0.000    0.000    0.000   0.9512
     699  06:20:54.5  00:01:04.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.5743
     700  06:20:54.5  00:01:04.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.6852
     701  06:20:54.5  00:01:04.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.8322
     702  06:20:54.5  00:01:04.0      3         27         1        1       0.000      0       0.000    0.000    0.000   0.1561
     703  06:20:54.5  00:01:04.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     704  06:20:54.5  00:01:04.0      3         52         1        1       0.000      0       0.000    0.000    0.000  -0.7848
     705  06:29:39.0  00:01:05.0      3          1         1        1       0.000      0       0.000    0.000    0.000  -0.7309
     706  06:29:39.0  00:01:05.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.6737
     707  06:29:39.0  00:01:05.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.9451
     708  06:29:39.0  00:01:05.0      3          4         1        1       0.000      0       0.000    0.000    0.000   0.9971
     709  06:29:39.0  00:01:05.0      3          5         1        1       0.000      0       0.000    0.000    0.000  -0.0532
     710  06:29:39.0  00:01:05.0      3          6         1        1       0.000      0       0.000    0.000    0.000   0.5211
     711  06:29:39.0  00:01:05.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.0467
     712  06:29:39.0  00:01:05.0      3          8         1        1       0.000      0       0.000    0.000    0.000  -0.8980
     713  06:29:39.0  00:01:05.0      3          9         1        1       0.000      0       0.000    0.000    0.000  -0.5130
     714  06:29:39.0  00:01:05.0      3         10         1        1       0.000      0       0.000    0.000    0.000   0.7282
     715  06:29:39.0  00:01:05.0      3         11         1        1       0.000      0       0.000    0.000    0.000  -0.8950
     716  06:29:39.0  00:01:05.0      3         12         1        1       0.000      0       0.000    0.000    0.000   0.9483
     717  06:29:39.0  00:01:05.0      3         14         1        1       0.000      0       0.000    0.000    0.000  -0.6472
     718  06:29:39.0  00:01:05.0      3         18         1        1       0.000      0       0.000    0.000    0.000   0.6485
     719  06:29:39.0  00:01:05.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.6331
     720  06:29:39.0  00:01:05.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.8555
     721  06:29:39.0  00:01:05.0      3         23         1        1       0.000      0       0.000    0.000    0.000  -0.8226
     722  06:29:39.0  00:01:05.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.2652
     723  06:29:39.0  00:01:05.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.9412
     724  06:29:39.0  00:01:05.0      3         27         1        1       0.000      0       0.000    0.000    0.000  -0.7123
     725  06:29:39.0  00:01:05.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     726  06:29:39.0  00:01:05.0      3         52         1        1       0.000      0       0.000    0.000    0.000     INDE
     727  06:30:44.5  00:01:04.0      3          1         1        1       0.000      0       0.000    0.000    0.000     INDE
     728  06:30:44.5  00:01:04.0      3          2         1        1       0.000      0       0.000    0.000    0.000     INDE
     729  06:30:44.5  00:01:04.0      3          3         1        1       0.000      0       0.000    0.000    0.000     INDE
     730  06:30:44.5  00:01:04.0      3          4         1        1       0.000      0       0.000    0.000    0.000     INDE
     731  06:30:44.5  00:01:04.0      3          5         1        1       0.000      0       0.000    0.000    0.000     INDE
     732  06:30:44.5  00:01:04.0      3          6         1        1       0.000      0       0.000    0.000    0.000     INDE
     733  06:30:44.5  00:01:04.0      3          7         1        1       0.000      0       0.000    0.000    0.000     INDE
     734  06:30:44.5  00:01:04.0      3          8         1        1       0.000      0       0.000    0.000    0.000     INDE
     735  06:30:44.5  00:01:04.0      3          9         1        1       0.000      0       0.000    0.000    0.000     INDE
     736  06:30:44.5  00:01:04.0      3         10         1        1       0.000      0       0.000    0.000    0.000     INDE
     737  06:30:44.5  00:01:04.0      3         11         1        1       0.000      0       0.000    0.000    0.000     INDE
     738  06:30:44.5  00:01:04.0      3         12         1        1       0.000      0       0.000    0.000    0.000     INDE
     739  06:30:44.5  00:01:04.0      3         14         1        1       0.000      0       0.000    0.000    0.000     INDE
     740  06:30:44.5  00:01:04.0      3         18         1        1       0.000      0       0.000    0.000    0.000     INDE
     741  06:30:44.5  00:01:04.0      3         19         1        1       0.000      0       0.000    0.000    0.000     INDE
     742  06:30:44.5  00:01:04.0      3         20         1        1       0.000      0       0.000    0.000    0.000     INDE
     743  06:30:44.5  00:01:04.0      3         23         1        1       0.000      0       0.000    0.000    0.000     INDE
     744  06:30:44.5  00:01:04.0      3         24         1        1       0.000      0       0.000    0.000    0.000     INDE
     745  06:30:44.5  00:01:04.0      3         25         1        1       0.000      0       0.000    0.000    0.000     INDE
     746  06:30:44.5  00:01:04.0      3         27         1        1       0.000      0       0.000    0.000    0.000     INDE
     747  06:30:44.5  00:01:04.0      3         51         1        1       0.000      0       0.000    0.000    0.000     INDE
     748  06:30:44.5  00:01:04.0      3         52         1        1       0.000      0       0.000    0.000    0.000     INDE
     749  06:31:49.5  00:01:04.0      3          1         1        1       0.000      0       0.000    0.000    0.000  -0.6975
     750  06:31:49.5  00:01:04.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.9353
     751  06:31:49.5  00:01:04.0      3          3         1        1       0.000      0       0.000    0.000    0.000   1.0000
     752  06:31:49.5  00:01:04.0      3          4         1        1       0.000      0       0.000    0.000    0.000  -0.0979
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   15
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     753  06:31:49.5  00:01:04.0      3          5         1        1       0.000      0       0.000    0.000    0.000   0.8767
     754  06:31:49.5  00:01:04.0      3          6         1        1       0.000      0       0.000    0.000    0.000   0.9968
     755  06:31:49.5  00:01:04.0      3          7         1        1       0.000      0       0.000    0.000    0.000   0.5679
     756  06:31:49.5  00:01:04.0      3          8         1        1       0.000      0       0.000    0.000    0.000   0.1232
     757  06:31:49.5  00:01:04.0      3          9         1        1       0.000      0       0.000    0.000    0.000  -0.9041
     758  06:31:49.5  00:01:04.0      3         10         1        1       0.000      0       0.000    0.000    0.000  -0.5178
     759  06:31:49.5  00:01:04.0      3         11         1        1       0.000      0       0.000    0.000    0.000  -0.4426
     760  06:31:49.5  00:01:04.0      3         12         1        1       0.000      0       0.000    0.000    0.000   0.2661
     761  06:31:49.5  00:01:04.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.8899
     762  06:31:49.5  00:01:04.0      3         18         1        1       0.000      0       0.000    0.000    0.000   0.9957
     763  06:31:49.5  00:01:04.0      3         19         1        1       0.000      0       0.000    0.000    0.000  -0.9917
     764  06:31:49.5  00:01:04.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.3886
     765  06:31:49.5  00:01:04.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.9976
     766  06:31:49.5  00:01:04.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.0481
     767  06:31:49.5  00:01:04.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.6965
     768  06:31:49.5  00:01:04.0      3         27         1        1       0.000      0       0.000    0.000    0.000  -0.9979
     769  06:31:49.5  00:01:04.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     770  06:31:49.5  00:01:04.0      3         52         1        1       0.000      0       0.000    0.000    0.000  -0.9224
     771  06:32:54.5  00:01:04.0      3          1         1        1       0.000      0       0.000    0.000    0.000  -0.7423
     772  06:32:54.5  00:01:04.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.9767
     773  06:32:54.5  00:01:04.0      3          3         1        1       0.000      0       0.000    0.000    0.000   0.9987
     774  06:32:54.5  00:01:04.0      3          4         1        1       0.000      0       0.000    0.000    0.000   0.0093
     775  06:32:54.5  00:01:04.0      3          5         1        1       0.000      0       0.000    0.000    0.000   0.9991
     776  06:32:54.5  00:01:04.0      3          6         1        1       0.000      0       0.000    0.000    0.000   0.9988
     777  06:32:54.5  00:01:04.0      3          7         1        1       0.000      0       0.000    0.000    0.000   0.3637
     778  06:32:54.5  00:01:04.0      3          8         1        1       0.000      0       0.000    0.000    0.000   0.9871
     779  06:32:54.5  00:01:04.0      3          9         1        1       0.000      0       0.000    0.000    0.000  -0.5512
     780  06:32:54.5  00:01:04.0      3         10         1        1       0.000      0       0.000    0.000    0.000  -0.7085
     781  06:32:54.5  00:01:04.0      3         11         1        1       0.000      0       0.000    0.000    0.000  -0.5716
     782  06:32:54.5  00:01:04.0      3         12         1        1       0.000      0       0.000    0.000    0.000  -0.4121
     783  06:32:54.5  00:01:04.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.9499
     784  06:32:54.5  00:01:04.0      3         18         1        1       0.000      0       0.000    0.000    0.000   0.8194
     785  06:32:54.5  00:01:04.0      3         19         1        1       0.000      0       0.000    0.000    0.000  -0.8753
