      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page    1
CALSFEB27   .ELWA  .   1  Disk= 2    SN Table version   2
Title: AIPS UV DATA FILE SOLUTION TABLE
 
Created by      FRING on 05-MAR-2018 13:24:25
Last written by FRING on 05-MAR-2018 15:14:49
Ncol 26  Nrow 2222    Sort cols:
    Table has     8 keyword-value pairs:
   NO_ANT   =           52
   NO_POL   =            2
   NO_IF    =            1
   NO_NODES =            0
   MGMOD    =  1.0000000000000D+00
   APPLIED  =  F
   REVISION =           11
   SNORIGIN =            0
   Table can be written as a FITS ASCII table
 
COL. NO.       1           2          3          4         5        6        7         8        9        10       11       12
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
    1667   0.62845  -1.181E-07   3.400E-11  21.43     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1668   0.37728  -1.179E-07  -1.568E-11  21.74     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1669   0.19617  -1.278E-07   2.838E-11  21.72     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1670   0.21812  -1.283E-07   8.066E-11  20.94     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1671   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1672   0.28111   4.238E-08   6.036E-11   7.87     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1673  -0.14896  -1.277E-07   8.681E-11  16.13     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1674   0.17992  -1.121E-07   1.514E-12  16.57     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1675   0.08461  -1.254E-07   1.057E-10  16.44     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1676  -0.15287  -1.155E-07   7.133E-13  16.44     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1677   0.27914  -1.029E-07   7.303E-11  16.16     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1678   0.09115  -1.067E-07   6.683E-11  16.51     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1679  -0.31243  -9.146E-08   1.206E-11  16.13     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1680  -0.45259  -1.013E-07   1.233E-11  16.33     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1681  -0.14683  -1.189E-07   4.878E-11  16.52     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1682   0.69891  -1.004E-07   1.441E-11  16.53     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1683   0.99153  -1.187E-07   9.733E-11  16.31     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1684  -0.10595  -8.397E-08   7.763E-11  16.41     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1685   0.84083  -9.321E-08   1.039E-10  15.32     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1686  -0.87106  -1.259E-07   8.362E-11  16.45     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1687   0.71924  -1.316E-07   5.128E-11  16.41     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1688   0.60531  -1.140E-07   1.882E-11  16.41     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1689   0.99957  -1.204E-07   4.571E-11  16.38     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1690   0.73778  -1.249E-07  -9.979E-12  16.54     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1691   0.06721  -1.056E-07   2.464E-11  16.56     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1692   0.10340  -1.337E-07   1.120E-10  15.95     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1693   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
    1694  -0.99818   3.679E-08   9.530E-11   7.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1695   0.96646  -1.286E-07   6.664E-12  11.96     51       0.000    0.000    0.000  -0.72942  -0.68407  -1.399E-07   4.825E-12
    1696   0.96231  -7.688E-08   1.113E-11  12.30     51       0.000    0.000    0.000  -0.31178  -0.95016  -1.097E-07   2.225E-11
    1697   0.36092  -1.193E-07  -1.363E-11  12.08     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1698  -0.42150  -1.036E-07   6.537E-12  12.09     51       0.000    0.000    0.000   0.52662  -0.85010  -1.133E-07   6.438E-12
    1699  -0.58147  -9.902E-08   2.665E-12  12.16     51       0.000    0.000    0.000   0.10719   0.99424  -4.990E-08  -8.629E-13
    1700  -0.74163  -1.085E-07  -7.094E-12  12.27     51       0.000    0.000    0.000  -0.47268   0.88124  -1.174E-07  -1.176E-11
    1701  -0.40222  -8.680E-08   1.160E-11  12.05     51       0.000    0.000    0.000   0.17246  -0.98502  -1.055E-07   7.808E-12
    1702   0.98930  -9.552E-08   1.875E-12  12.11     51       0.000    0.000    0.000   0.29164   0.95653  -1.139E-07   1.084E-11
    1703   0.63804  -1.203E-07  -6.846E-12  12.26     51       0.000    0.000    0.000   0.90925  -0.41625  -1.445E-07  -7.375E-12
    1704   0.73791  -9.907E-08   1.509E-11  12.26     51       0.000    0.000    0.000  -0.41617   0.90929  -1.047E-07   1.492E-11
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   73
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
    1705  -0.89058  -1.179E-07   3.041E-12  12.21     51       0.000    0.000    0.000   0.38893   0.92127  -1.196E-07   7.522E-12
    1706  -0.80853  -9.482E-08  -2.862E-11  12.29     51       0.000    0.000    0.000   0.47995  -0.87730  -1.041E-07  -1.677E-11
    1707  -0.95707  -9.997E-08   1.774E-11  11.29     51       0.000    0.000    0.000  -0.87621  -0.48193  -1.049E-07   2.110E-11
    1708   0.91320  -1.223E-07  -2.726E-11  12.20     51       0.000    0.000    0.000  -0.64183   0.76685  -1.310E-07  -3.015E-11
    1709  -0.14812  -1.213E-07   1.640E-11  12.18     51       0.000    0.000    0.000  -0.94950   0.31377  -1.017E-07  -6.745E-12
    1710   0.10825  -1.135E-07   2.624E-12  12.29     51       0.000    0.000    0.000   0.25644   0.96656  -1.230E-07  -3.871E-12
    1711  -0.89028  -1.202E-07  -2.148E-11  12.28     51       0.000    0.000    0.000  -0.68767   0.72602  -1.254E-07  -2.587E-11
    1712  -0.30125  -1.067E-07  -3.266E-12  12.27     51       0.000    0.000    0.000   0.13204   0.99124  -1.049E-07  -1.587E-11
    1713  -0.93584  -1.401E-07   1.984E-11  12.29     51       0.000    0.000    0.000  -0.12559  -0.99208  -1.668E-07   4.231E-11
    1714  -0.06584  -1.319E-07  -1.182E-12  11.84     51       0.000    0.000    0.000   0.26698  -0.96370  -1.430E-07  -2.254E-12
    1715   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
    1716      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000  -0.96559  -0.26006   6.616E-08  -6.767E-12
    1717   0.92072  -1.292E-07  -1.723E-11  22.72     51       0.000    0.000    0.000  -0.83668  -0.54769  -1.385E-07  -1.412E-11
    1718   0.98313  -1.190E-07   3.713E-12  23.44     51       0.000    0.000    0.000  -0.99361  -0.11283  -6.787E-08  -1.509E-12
    1719  -0.40138  -1.195E-07  -3.966E-11  23.05     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1720  -0.19367  -1.063E-07   2.127E-12  23.04     51       0.000    0.000    0.000   0.80806  -0.58910  -1.197E-07   3.472E-12
    1721  -0.68937  -9.926E-08   1.412E-11  23.07     51       0.000    0.000    0.000  -0.08940   0.99600  -5.099E-08   1.319E-11
    1722  -0.73849  -1.020E-07   1.169E-12  23.34     51       0.000    0.000    0.000  -0.44670   0.89469  -1.139E-07   5.026E-12
    1723  -0.73004  -8.680E-08   8.170E-12  22.82     51       0.000    0.000    0.000   0.49889  -0.86667  -1.055E-07   8.467E-12
    1724   0.99979  -9.929E-08   1.090E-12  23.13     51       0.000    0.000    0.000   0.33219   0.94321  -1.054E-07   6.345E-12
    1725   0.48196  -1.161E-07  -8.870E-12  23.38     51       0.000    0.000    0.000   0.83300  -0.55327  -1.452E-07  -8.406E-12
    1726  -0.05638  -1.338E-07   1.228E-11  23.39     51       0.000    0.000    0.000  -0.65758   0.75339  -8.243E-08   9.936E-12
    1727  -0.82518  -1.100E-07  -4.753E-12  23.23     51       0.000    0.000    0.000   0.00967   0.99995  -1.301E-07  -5.030E-12
    1728   0.09808  -9.556E-08  -4.422E-11  23.28     51       0.000    0.000    0.000  -0.47385  -0.88061  -1.042E-07  -4.264E-11
    1729  -0.99709  -1.026E-07  -3.820E-12  21.65     51       0.000    0.000    0.000  -0.65960  -0.75162  -1.092E-07   5.077E-12
    1730  -0.24072  -1.168E-07  -5.304E-11  23.33     51       0.000    0.000    0.000   0.61181   0.79100  -1.294E-07  -4.959E-11
    1731  -0.06201  -9.378E-08  -1.277E-11  23.15     51       0.000    0.000    0.000  -0.99509  -0.09899  -1.197E-07  -8.649E-12
    1732   0.02496  -1.141E-07  -2.191E-12  23.37     51       0.000    0.000    0.000   0.24238   0.97018  -1.191E-07   9.530E-13
    1733  -0.99289  -1.206E-07  -2.159E-11  23.34     51       0.000    0.000    0.000  -0.15805   0.98743  -1.212E-07  -2.271E-11
    1734  -0.48620  -6.383E-08  -3.168E-11  23.43     51       0.000    0.000    0.000  -0.90383  -0.42790  -1.919E-07  -4.930E-11
    1735  -0.99168  -1.528E-07   2.963E-11  23.43     51       0.000    0.000    0.000  -0.63291  -0.77423  -1.175E-07   2.119E-11
    1736  -0.27474  -1.307E-07  -1.560E-11  22.40     51       0.000    0.000    0.000   0.00984  -0.99995  -1.379E-07  -1.313E-11
    1737   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
    1738  -0.43976   6.417E-08   6.346E-13   9.89     51       0.000    0.000    0.000  -0.91731  -0.39818   6.633E-08   9.494E-15
    1739   0.12599  -1.286E-07  -4.928E-11  22.88     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1740   0.57335  -1.429E-07   1.805E-12  23.52     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1741  -0.93898  -1.173E-07  -5.825E-11  23.29     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1742   0.01997  -1.078E-07   8.299E-12  23.19     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1743  -0.97352  -1.031E-07   1.598E-11  23.12     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1744  -0.85668  -1.103E-07  -1.135E-12  23.38     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1745  -0.92303  -9.248E-08   2.488E-12  22.86     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1746   0.99958  -9.948E-08   5.432E-12  23.23     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1747   0.61571  -1.196E-07   6.238E-12  23.45     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1748   0.99883  -8.247E-08   1.632E-11  23.49     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1749  -0.93902  -1.138E-07  -3.133E-11  23.40     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1750   0.97326  -9.336E-08  -2.608E-11  23.27     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1751  -0.97304  -1.017E-07  -1.785E-11  21.79     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1752  -0.96632  -1.174E-07  -4.491E-11  23.42     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1753  -0.17340  -1.105E-07  -2.765E-11  23.25     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1754  -0.05193  -1.141E-07   3.146E-12  23.49     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1755  -0.67805  -1.179E-07  -1.572E-11  23.50     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1756  -0.77448  -9.629E-08  -1.898E-11  23.52     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1757  -0.49268  -1.599E-07   9.470E-12  23.52     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1758  -0.83492  -1.316E-07  -3.602E-11  22.63     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1759   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   74
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
    1760  -0.20511   6.342E-08  -1.551E-11   9.42     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1761  -0.99962  -1.236E-07  -5.610E-11  20.75     51       0.000    0.000    0.000   0.50854   0.86104  -1.392E-07  -5.706E-11
    1762   0.99608  -1.042E-07   2.137E-12  21.23     51       0.000    0.000    0.000  -0.99994   0.01121  -9.886E-08   2.820E-11
    1763   0.45812  -1.161E-07  -4.977E-11  20.99     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1764  -0.09613  -1.071E-07  -1.612E-11  20.86     51       0.000    0.000    0.000   0.89151  -0.45300  -1.234E-07  -1.328E-11
    1765  -0.98567  -1.014E-07  -1.773E-11  20.90     51       0.000    0.000    0.000  -0.65216   0.75808  -5.380E-08  -1.635E-11
    1766  -0.59871  -1.062E-07  -2.511E-11  21.06     51       0.000    0.000    0.000  -0.24804   0.96875  -1.152E-07  -2.391E-11
    1767  -0.81541  -8.579E-08  -6.990E-12  20.75     51       0.000    0.000    0.000   0.55566  -0.83141  -1.049E-07  -1.464E-11
    1768   0.98006  -9.883E-08   2.285E-12  20.96     51       0.000    0.000    0.000  -0.05843   0.99829  -1.132E-07   5.057E-12
    1769   0.66719  -1.197E-07  -1.316E-11  21.12     51       0.000    0.000    0.000   0.90338  -0.42883  -1.451E-07  -1.160E-11
    1770   0.78871  -9.057E-08   1.089E-11  21.20     51       0.000    0.000    0.000  -0.97321  -0.22993  -1.252E-07  -1.841E-11
    1771  -0.98602  -1.262E-07  -4.113E-11  21.06     51       0.000    0.000    0.000   0.95828   0.28585  -1.219E-07  -2.988E-11
    1772   0.92230  -8.798E-08  -1.196E-11  20.95     51       0.000    0.000    0.000  -0.87942   0.47604  -1.092E-07  -1.453E-11
    1773  -0.83288  -1.005E-07  -4.232E-12  20.24     51       0.000    0.000    0.000  -0.99583  -0.09128  -1.003E-07  -1.658E-12
    1774  -0.01928  -1.127E-07  -3.146E-11  21.13     51       0.000    0.000    0.000  -0.41093  -0.91167  -1.233E-07  -3.299E-11
    1775  -0.91948  -1.129E-07  -5.615E-11  20.93     51       0.000    0.000    0.000   0.01240   0.99992  -1.016E-07  -4.417E-11
    1776  -0.17665  -1.119E-07   1.917E-12  21.14     51       0.000    0.000    0.000  -0.09607   0.99537  -1.223E-07   2.685E-12
    1777  -0.51366  -1.136E-07   4.738E-12  21.15     51       0.000    0.000    0.000   0.65680   0.75406  -1.238E-07   2.675E-12
    1778  -0.96984  -1.337E-07  -5.929E-12  21.20     51       0.000    0.000    0.000  -0.64004   0.76834  -1.039E-07  -1.878E-11
    1779  -0.98205  -9.798E-08   2.432E-11  21.21     51       0.000    0.000    0.000   0.71244  -0.70173  -1.399E-07   5.074E-11
    1780  -0.87417  -1.294E-07  -3.718E-11  20.71     51       0.000    0.000    0.000  -0.97121   0.23824  -1.387E-07  -3.478E-11
    1781   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
    1782   0.65628   6.866E-08  -3.238E-11   9.26     51       0.000    0.000    0.000  -0.76694   0.64171   6.612E-08  -3.420E-11
    1783  -0.97417  -1.152E-07  -5.014E-11  14.59     51       0.000    0.000    0.000   0.27418   0.96168  -1.315E-07  -4.229E-11
    1784   0.99765  -7.801E-08   1.725E-11  14.87     51       0.000    0.000    0.000  -0.12927  -0.99161  -9.178E-08   2.255E-11
    1785   0.70967  -1.054E-07  -5.363E-11  14.70     51       0.000    0.000    0.000  -0.99719   0.07486  -1.245E-07  -2.944E-11
    1786   0.74213  -1.018E-07   9.698E-12  14.63     51       0.000    0.000    0.000   0.96345   0.26789  -1.156E-07   1.603E-11
    1787   0.18856  -9.602E-08  -3.140E-11  14.67     51       0.000    0.000    0.000  -0.49369  -0.86964  -4.960E-08  -2.656E-11
    1788  -0.66235  -9.855E-08   2.514E-12  14.82     51       0.000    0.000    0.000  -0.30092   0.95365  -1.082E-07   5.204E-12
    1789  -0.91401  -8.402E-08   1.551E-11  14.58     51       0.000    0.000    0.000   0.98116   0.19318  -1.084E-07   2.739E-11
    1790   0.80343  -9.272E-08  -5.251E-12  14.69     51       0.000    0.000    0.000  -0.20818   0.97809  -1.012E-07   1.721E-12
    1791   0.40501  -1.110E-07   5.290E-13  14.84     51       0.000    0.000    0.000   0.73316  -0.68006  -1.383E-07   6.908E-12
    1792  -0.08657  -9.753E-08   3.693E-12  14.83     51       0.000    0.000    0.000  -0.78004  -0.62573  -1.007E-07   7.350E-11
    1793  -0.83716  -1.111E-07  -1.266E-11  14.72     51       0.000    0.000    0.000   0.42718   0.90417  -1.149E-07  -1.675E-12
    1794  -0.31360  -8.742E-08  -1.668E-11  14.66     51       0.000    0.000    0.000  -0.03878  -0.99925  -9.800E-08  -1.480E-11
    1795   0.44669  -8.840E-08  -1.080E-11  14.35     51       0.000    0.000    0.000  -0.25766   0.96624  -9.491E-08  -2.001E-12
    1796   0.73105  -1.054E-07  -3.793E-11  14.83     51       0.000    0.000    0.000  -0.96426  -0.26496  -1.157E-07  -3.320E-11
    1797  -0.95688  -9.328E-08  -3.973E-11  14.86     51       0.000    0.000    0.000  -0.05501   0.99849  -1.068E-07  -3.673E-11
    1798  -0.30284  -1.049E-07  -4.367E-12  14.72     51       0.000    0.000    0.000  -0.21199   0.97727  -1.182E-07   3.268E-12
    1799   0.71940  -1.154E-07  -2.765E-11  14.74     51       0.000    0.000    0.000  -0.49801  -0.86717  -1.214E-07  -1.990E-11
    1800  -0.86872  -1.067E-07   1.099E-11  14.88     51       0.000    0.000    0.000  -0.91674   0.39947  -1.354E-07  -2.146E-11
    1801  -0.79733  -1.290E-07   3.634E-11  14.87     51       0.000    0.000    0.000   0.15769  -0.98749  -8.956E-08   3.577E-11
    1802  -0.63999  -1.225E-07  -3.760E-11  14.50     51       0.000    0.000    0.000  -0.35942  -0.93317  -1.329E-07  -2.815E-11
    1803   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
    1804   0.15661   1.105E-07  -3.989E-13   6.23     51       0.000    0.000    0.000  -0.98945   0.14490   1.080E-07   4.668E-12
    1805  -0.87030  -1.198E-07   7.460E-12  17.15     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1806   0.22017  -1.142E-07   1.732E-11  17.51     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1807   0.99371  -1.115E-07   1.950E-11  17.25     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1808   0.99510  -1.112E-07   4.275E-11  17.14     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1809  -0.21122  -1.013E-07   9.679E-12  17.29     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1810  -0.93031  -1.050E-07   2.815E-11  17.36     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1811  -0.47850  -8.745E-08   3.591E-11  17.11     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1812   0.64687  -9.870E-08   1.483E-11  17.24     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1813   0.68730  -1.175E-07   3.077E-11  17.40     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1814  -0.22473  -9.155E-08   4.560E-11  17.48     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   75
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
    1815  -0.88518  -1.146E-07   1.753E-11  17.35     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1816   0.14437  -9.428E-08  -5.222E-12  17.24     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1817   0.15311  -9.581E-08   3.041E-11  16.65     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1818   0.97619  -1.109E-07  -2.124E-11  17.40     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1819  -0.98775  -9.336E-08  -1.515E-11  17.46     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1820  -0.46608  -1.101E-07   1.929E-11  17.29     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1821   0.42692  -1.202E-07   7.211E-12  17.33     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1822  -0.76177  -1.109E-07   1.010E-11  17.49     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1823   0.31775  -1.437E-07   4.297E-11  17.50     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1824  -0.93542  -1.268E-07   1.653E-11  17.10     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1825   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1826  -0.41353   1.037E-07   5.204E-11   7.10     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1827  -0.98797  -1.238E-07   2.187E-11  18.98     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1828   0.54073  -1.005E-07  -2.674E-11  19.32     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1829   0.80322  -1.121E-07   6.656E-12  19.02     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1830   0.46577  -1.091E-07   3.818E-11  18.95     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1831   0.09278  -1.029E-07   1.693E-11  19.10     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1832  -0.99998  -1.071E-07   2.216E-13  19.15     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1833   0.50999  -9.583E-08   2.426E-11  18.95     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1834   0.29328  -1.028E-07   3.681E-12  19.20     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1835   0.99987  -1.191E-07   2.217E-11  19.17     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1836  -0.97959  -1.105E-07   1.460E-11  19.33     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1837  -0.66072  -1.211E-07   7.221E-12  19.27     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1838   0.34073  -9.062E-08   1.755E-12  19.06     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1839  -0.86803  -1.014E-07   3.284E-11  18.29     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1840   0.66872  -1.095E-07  -1.944E-11  19.22     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1841   0.84108   8.902E-08  -7.931E-11  19.08     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1842  -0.83790  -1.137E-07   5.990E-12  19.17     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1843   0.40729  -1.215E-07  -4.235E-12  19.17     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1844  -0.16692   6.573E-08  -7.102E-11  19.25     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1845   0.05304  -1.113E-07   4.725E-12  19.32     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1846  -0.48123  -1.325E-07   2.620E-11  18.81     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1847   0.00000   0.000E+00   0.000E+00   7.00     51       0.000    0.000    0.000   1.00000   0.00000   0.000E+00   0.000E+00
    1848  -0.88288   9.906E-08   6.214E-11   7.45     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1849      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1850      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1851      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1852      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1853      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1854      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1855      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1856      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1857      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1858      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1859      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1860      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1861      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1862      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1863      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1864      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1865      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1866      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1867      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1868      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1869      INDE        INDE        INDE   7.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   76
     ROW  IMAG1     DELAY 1     RATE 1      WEIGH  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2     IMAG2     DELAY 2     RATE 2
  NUMBER            SECONDS     SEC/SEC                      SECONDS  SEC/M**2 S/S/M**2                     SECONDS     SEC/SEC
 
    1870      INDE        INDE        INDE   0.00     51       0.000    0.000    0.000      INDE      INDE        INDE        INDE
    1871  -0.87138  -1.167E-07   2.050E-11  16.55     51       0.000    0.000    0.000   0.89872   0.43852  -1.266E-07   2.820E-11
