      localhos   PRTAB(31DEC16)    1555               06-MAR-2018   15:03:40               Page    1
CALSFEB27   .ELWA  .   1  Disk= 2    SN Table version   3
Title: AIPS UV DATA FILE SOLUTION TABLE
 
Created by      FRING on 06-MAR-2018 14:40:37
Last written by FRING on 06-MAR-2018 14:48:31
Ncol 26  Nrow 176    Sort cols:
    Table has     8 keyword-value pairs:
   NO_ANT   =           52
   NO_POL   =            2
   NO_IF    =            1
   NO_NODES =            0
   MGMOD    =  1.0000000000000D+00
   APPLIED  =  F
   REVISION =           11
   SNORIGIN =            0
   Table can be written as a FITS ASCII table
 
COL. NO.       1           2          3          4         5        6        7         8        9        10       11       12
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
      23  -0.8873  -6.593E-08  -2.649E-12  162.99     51       0.000    0.000    0.000  -0.7958  -0.606  -7.618E-08  -5.427E-12
      24   0.8022  -2.797E-08   1.113E-11  211.47     51       0.000    0.000    0.000  -0.9997   0.023  -8.914E-08   2.170E-11
      25   0.7704  -5.652E-08  -4.084E-12  178.85     51       0.000    0.000    0.000   0.9244  -0.381  -7.428E-08  -1.279E-11
      26   0.5672  -5.780E-08  -2.285E-12  209.31     51       0.000    0.000    0.000   0.0483  -0.999  -5.067E-08  -9.436E-12
      27   0.9804  -5.267E-08   1.174E-11  189.42     51       0.000    0.000    0.000  -0.9691   0.247  -6.770E-09   6.781E-12
      28  -0.6278  -5.746E-08   3.090E-11  189.14     51       0.000    0.000    0.000   0.9229   0.385  -5.733E-08   2.520E-11
      29   0.3035  -4.661E-08   3.381E-12  195.50     51       0.000    0.000    0.000  -0.0054  -1.000  -6.778E-08  -3.980E-12
      30   0.8048  -4.120E-08  -1.080E-12  215.22     51       0.000    0.000    0.000   0.4941  -0.869  -5.358E-08   8.833E-12
      31   0.9158  -7.001E-08   2.802E-11  200.56     51       0.000    0.000    0.000  -0.6620  -0.750  -9.670E-08   2.267E-11
      32  -0.7677  -5.622E-08   1.093E-11  209.67     51       0.000    0.000    0.000   0.3596   0.933  -7.859E-08   2.637E-12
      33   0.9997  -7.265E-08   2.859E-11  173.06     51       0.000    0.000    0.000   0.7101   0.704  -7.696E-08   2.520E-11
      34  -0.7818  -4.191E-08  -2.307E-11  203.90     51       0.000    0.000    0.000  -0.6143   0.789  -4.805E-08  -3.126E-11
      35  -1.0000  -4.760E-08  -1.683E-11  134.57     51       0.000    0.000    0.000   0.6748   0.738  -5.066E-08  -2.007E-11
      36   0.6448  -5.532E-08  -6.191E-12  163.68     51       0.000    0.000    0.000   0.7473   0.664  -5.731E-08  -5.392E-12
      37  -0.8763  -5.244E-08   7.396E-12  173.37     51       0.000    0.000    0.000  -0.7585  -0.652  -4.858E-08   6.156E-12
      38  -0.9680  -6.107E-08   2.390E-11  184.24     51       0.000    0.000    0.000   0.8344  -0.551  -7.020E-08   2.080E-11
      39   0.8841  -7.143E-08  -6.433E-12  203.91     51       0.000    0.000    0.000  -0.7746   0.632  -7.791E-08  -3.474E-12
      40  -0.8148  -5.716E-08   2.200E-12  214.65     51       0.000    0.000    0.000   0.8004  -0.600  -2.672E-08  -3.885E-14
      41  -0.1362  -7.923E-08   1.208E-11  207.24     51       0.000    0.000    0.000  -0.7772   0.629  -5.219E-08   6.679E-12
      42  -0.4584  -9.380E-08   1.370E-11  158.36     51       0.000    0.000    0.000   0.1619  -0.987  -6.593E-08   3.840E-12
      43   0.0000   0.000E+00   0.000E+00    7.00     51       0.000    0.000    0.000   1.0000   0.000   0.000E+00   0.000E+00
      44  -0.4835  -4.918E-07  -3.246E-11   14.12     51       0.000    0.000    0.000     INDE    INDE        INDE        INDE
      45  -0.9560  -6.083E-08   2.536E-11  165.53     51       0.000    0.000    0.000  -0.4744  -0.880  -7.750E-08   2.939E-11
      46   0.9586  -1.311E-08   1.166E-12  214.75     51       0.000    0.000    0.000  -0.8096  -0.587  -1.042E-07   2.182E-11
      47   0.7043  -5.366E-08   9.478E-12  184.91     51       0.000    0.000    0.000   0.8516  -0.524  -6.007E-08   2.084E-11
      48   0.8083  -5.307E-08   2.789E-12  219.93     51       0.000    0.000    0.000  -0.2925  -0.956  -4.449E-08  -2.377E-12
      49   0.9711  -4.489E-08  -2.553E-11  195.90     51       0.000    0.000    0.000  -0.8808   0.474  -1.130E-08  -2.666E-11
      50  -0.1304  -5.293E-08   9.182E-12  197.07     51       0.000    0.000    0.000   0.5961   0.803  -5.451E-08   5.992E-12
      51   0.0828  -3.907E-08   1.867E-14  209.04     51       0.000    0.000    0.000  -0.2793  -0.960  -6.150E-08  -5.882E-12
      52   0.5958  -5.151E-08  -7.871E-14  225.97     51       0.000    0.000    0.000   0.4112  -0.912  -5.125E-08   9.950E-13
      53   0.6255  -6.386E-08   1.270E-11  207.80     51       0.000    0.000    0.000  -0.1481  -0.989  -9.623E-08   1.168E-11
      54  -0.6006  -4.190E-08   7.342E-12  217.36     51       0.000    0.000    0.000  -0.3518   0.936  -9.793E-08   3.209E-11
      localhos   PRTAB(31DEC16)    1555               06-MAR-2018   15:03:40               Page    6
     ROW  IMAG1    DELAY 1     RATE 1      WEIGHT  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2    IMAG2   DELAY 2     RATE 2
  NUMBER           SECONDS     SEC/SEC                       SECONDS  SEC/M**2 S/S/M**2                  SECONDS     SEC/SEC
 
      55   0.9943  -6.645E-08  -1.858E-11  182.18     51       0.000    0.000    0.000   0.6698   0.743  -7.214E-08  -2.009E-11
      56  -0.1200  -2.811E-08  -2.598E-11  210.56     51       0.000    0.000    0.000  -0.0285   1.000  -4.881E-08  -2.567E-11
      57  -0.9491  -3.885E-08  -3.460E-11  134.18     51       0.000    0.000    0.000   0.7945   0.607  -5.126E-08  -2.708E-11
      58   0.6021  -5.110E-08   2.543E-11  167.17     51       0.000    0.000    0.000   0.6510   0.759  -5.806E-08   3.010E-11
      59  -0.9521  -4.938E-08   1.577E-11  182.53     51       0.000    0.000    0.000  -0.5947  -0.804  -4.812E-08   1.818E-11
      60  -0.8265  -5.506E-08   7.529E-12  193.68     51       0.000    0.000    0.000   0.9563  -0.292  -6.470E-08   5.552E-12
      61   0.9618  -6.143E-08  -3.720E-11  212.80     51       0.000    0.000    0.000  -0.3554   0.935  -7.270E-08  -3.362E-11
      62  -0.6692  -6.894E-08   1.730E-12  223.51     51       0.000    0.000    0.000   0.5407  -0.841  -2.938E-08  -9.049E-12
      63  -0.3881  -6.599E-08  -6.677E-13  213.37     51       0.000    0.000    0.000  -0.7900   0.613  -5.751E-08   8.096E-13
      64  -0.1351  -8.708E-08  -3.323E-11  161.56     51       0.000    0.000    0.000  -0.0463  -0.999  -6.913E-08  -4.311E-11
      65   0.0000   0.000E+00   0.000E+00    7.00     51       0.000    0.000    0.000   1.0000   0.000   0.000E+00   0.000E+00
      66  -0.6696  -4.863E-07   1.780E-11   13.52     51       0.000    0.000    0.000     INDE    INDE        INDE        INDE
      67  -0.9468  -6.459E-08  -3.003E-11  164.46     51       0.000    0.000    0.000  -0.6205  -0.784  -7.430E-08  -2.527E-11
      68   0.7739  -3.675E-08  -1.487E-11  208.82     51       0.000    0.000    0.000   0.6089   0.793  -1.683E-08   1.546E-11
      69   0.8368  -5.400E-08  -2.632E-11  175.20     51       0.000    0.000    0.000   0.9026  -0.430  -7.848E-08  -2.641E-11
      70   0.3913  -4.997E-08  -9.439E-12  208.57     51       0.000    0.000    0.000   0.8826  -0.470  -7.225E-08  -3.421E-12
      71   0.9232  -4.680E-08   1.183E-11  189.32     51       0.000    0.000    0.000  -0.5943   0.804   4.573E-10   1.579E-11
      72  -0.5618  -5.571E-08  -1.485E-11  187.00     51       0.000    0.000    0.000   0.6988   0.715  -6.732E-08  -1.513E-11
      73   0.4755  -3.854E-08  -8.563E-13  202.00     51       0.000    0.000    0.000   0.5710  -0.821  -7.554E-08   2.648E-13
      74   0.6146  -4.234E-08   1.176E-11  215.72     51       0.000    0.000    0.000   0.6728  -0.740  -5.848E-08  -5.712E-12
      75   0.6853  -6.784E-08  -1.198E-11  197.35     51       0.000    0.000    0.000  -0.1969  -0.980  -1.000E-07  -1.456E-11
      76  -0.9272  -5.656E-08  -1.449E-12  208.15     51       0.000    0.000    0.000   0.7594   0.651  -3.114E-08   1.947E-11
      77   0.8043  -6.832E-08  -2.521E-12  172.00     51       0.000    0.000    0.000   0.9895   0.145  -7.569E-08  -1.605E-12
      78  -0.8371  -3.908E-08   4.906E-11  205.36     51       0.000    0.000    0.000  -0.9219   0.387  -6.065E-08   4.625E-11
      79  -0.8649  -4.352E-08   5.551E-11  135.84     51       0.000    0.000    0.000   0.1132   0.994  -5.128E-08   5.566E-11
      80   0.6471  -5.396E-08  -1.861E-11  163.77     51       0.000    0.000    0.000   0.7657   0.643  -5.280E-08  -1.046E-11
      81  -0.8114  -4.953E-08  -3.167E-11  183.41     51       0.000    0.000    0.000  -0.7050  -0.709  -4.602E-08  -3.050E-11
      82  -0.8975  -5.909E-08  -1.913E-11  190.89     51       0.000    0.000    0.000   0.9814  -0.192  -7.409E-08  -1.890E-11
      83   1.0000  -6.760E-08   4.070E-11  204.03     51       0.000    0.000    0.000  -0.6039   0.797  -7.951E-08   3.997E-11
      84  -0.6215  -5.313E-08  -6.088E-14  213.82     51       0.000    0.000    0.000   0.6823   0.731  -8.184E-08  -2.070E-11
      85  -0.2252  -7.567E-08  -1.077E-11  207.37     51       0.000    0.000    0.000  -0.9919   0.127  -7.011E-08  -1.801E-11
      86   0.8388  -8.821E-08  -1.021E-11  155.41     51       0.000    0.000    0.000  -0.7497  -0.662  -7.663E-08  -1.535E-11
      87   0.0000   0.000E+00   0.000E+00    7.00     51       0.000    0.000    0.000   1.0000   0.000   0.000E+00   0.000E+00
      88  -0.4806  -4.807E-07   8.003E-11   14.06     51       0.000    0.000    0.000     INDE    INDE        INDE        INDE
      89  -0.1270  -6.894E-08  -9.607E-11  139.87     51       0.000    0.000    0.000   0.8006  -0.599  -7.759E-08  -1.025E-10
      90   0.1044  -6.088E-08  -1.126E-10  169.96     51       0.000    0.000    0.000  -0.3889  -0.921   6.446E-08  -2.969E-11
      91  -0.9951  -5.677E-08  -1.346E-10  143.54     51       0.000    0.000    0.000  -0.2033   0.979  -5.687E-08  -1.420E-10
      92   0.4545  -4.263E-08  -1.129E-10  170.31     51       0.000    0.000    0.000   0.8584  -0.513  -6.099E-08  -1.016E-10
      93  -0.5846  -5.737E-08  -8.805E-11  156.96     51       0.000    0.000    0.000  -0.1664  -0.986  -8.270E-09  -9.466E-11
      94  -0.6505  -5.542E-08  -1.239E-10  161.17     51       0.000    0.000    0.000   0.0941  -0.996  -5.717E-08  -1.286E-10
      95   0.6045  -4.019E-08  -1.164E-10  164.32     51       0.000    0.000    0.000   0.3577  -0.934  -6.860E-08  -1.134E-10
      96   0.5993  -3.769E-08  -1.089E-10  174.31     51       0.000    0.000    0.000   0.5776  -0.816  -5.083E-08  -1.084E-10
      97   0.5957  -6.707E-08  -1.317E-10  164.77     51       0.000    0.000    0.000  -0.7357   0.677  -8.743E-08  -1.369E-10
      98  -0.8053  -5.222E-08  -1.188E-10  169.36     51       0.000    0.000    0.000   0.6062   0.795  -5.997E-08  -1.673E-10
      99  -0.8805  -6.636E-08  -1.317E-10  151.61     51       0.000    0.000    0.000  -0.5400  -0.842  -6.962E-08  -1.374E-10
     100   0.9657  -4.985E-08  -1.034E-10  167.39     51       0.000    0.000    0.000   0.7852  -0.619  -5.567E-08  -1.073E-10
     101   0.4099  -5.442E-08  -1.115E-10  118.46     51       0.000    0.000    0.000   0.2408  -0.971  -5.353E-08  -1.173E-10
     102  -0.7817  -5.616E-08  -4.558E-11  138.83     51       0.000    0.000    0.000  -0.9645  -0.264  -6.271E-08  -5.267E-11
     103  -0.5230  -5.178E-08  -8.056E-11  143.22     51       0.000    0.000    0.000   0.5719  -0.820  -4.422E-08  -8.514E-11
     104  -0.9898  -6.158E-08  -1.269E-10  155.49     51       0.000    0.000    0.000   0.4098  -0.912  -6.556E-08  -1.311E-10
     105  -0.9977  -7.469E-08  -5.987E-11  166.36     51       0.000    0.000    0.000   0.3433  -0.939  -7.498E-08  -6.509E-11
     106  -0.8060  -4.548E-08  -1.114E-10  173.05     51       0.000    0.000    0.000   0.9632  -0.269  -3.885E-08  -1.035E-10
     107  -0.0693  -8.547E-08  -1.184E-10  169.07     51       0.000    0.000    0.000  -0.8433   0.537  -5.259E-08  -1.247E-10
     108   0.6875  -8.788E-08  -1.539E-10  129.70     51       0.000    0.000    0.000  -0.4976   0.867  -6.803E-08  -1.590E-10
     109   0.0000   0.000E+00   0.000E+00    7.00     51       0.000    0.000    0.000   1.0000   0.000   0.000E+00   0.000E+00
      localhos   PRTAB(31DEC16)    1555               06-MAR-2018   15:03:40               Page    7
     ROW  IMAG1    DELAY 1     RATE 1      WEIGHT  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2    IMAG2   DELAY 2     RATE 2
  NUMBER           SECONDS     SEC/SEC                       SECONDS  SEC/M**2 S/S/M**2                  SECONDS     SEC/SEC
 
     110     INDE        INDE        INDE    0.00     51       0.000    0.000    0.000     INDE    INDE        INDE        INDE
     111   0.2643  -6.496E-08  -2.403E-10  113.42     51       0.000    0.000    0.000   0.9826  -0.186  -8.140E-08  -2.353E-10
     112  -0.9267  -1.259E-08   4.163E-11  129.80     51       0.000    0.000    0.000  -0.6521  -0.758   6.404E-09   6.897E-11
     113  -0.9986  -5.445E-08  -2.453E-10  115.32     51       0.000    0.000    0.000     INDE    INDE        INDE        INDE
     114   0.0637  -4.946E-08  -2.655E-10  132.38     51       0.000    0.000    0.000   0.9826  -0.186  -7.174E-08  -2.547E-10
     115   0.7477  -4.487E-08   7.734E-12  118.01     51       0.000    0.000    0.000  -0.1755   0.984  -5.006E-09   1.135E-11
     116  -0.8010  -4.934E-08  -2.432E-10  127.24     51       0.000    0.000    0.000   0.4140  -0.910  -6.126E-08  -2.371E-10
     117   0.7004  -3.880E-08  -2.566E-10  130.71     51       0.000    0.000    0.000   0.3565  -0.934  -6.284E-08  -2.494E-10
     118   0.3037  -4.717E-08  -2.419E-10  135.75     51       0.000    0.000    0.000   0.7474  -0.664  -5.647E-08  -2.543E-10
     119   0.5544  -6.186E-08  -2.529E-10  130.29     51       0.000    0.000    0.000  -0.7687   0.640  -9.119E-08  -2.447E-10
     120  -0.7900  -4.711E-08  -2.541E-10  132.02     51       0.000    0.000    0.000   0.3175   0.948  -6.931E-08  -2.384E-10
     121  -0.7643  -6.224E-08  -2.429E-10  120.45     51       0.000    0.000    0.000  -0.2684  -0.963  -7.301E-08  -2.373E-10
     122  -0.9927  -3.201E-08   7.327E-12  125.88     51       0.000    0.000    0.000  -0.9730   0.231  -6.090E-08   1.792E-11
     123  -0.1264  -4.766E-08  -2.707E-10   89.48     51       0.000    0.000    0.000   0.7683  -0.640  -5.368E-08  -2.607E-10
     124  -0.7685  -5.201E-08  -2.632E-10  115.41     51       0.000    0.000    0.000  -0.9703  -0.242  -6.117E-08  -2.575E-10
     125   0.0102  -5.379E-08  -2.792E-10  113.53     51       0.000    0.000    0.000   0.8356  -0.549  -4.684E-08  -2.710E-10
     126  -0.9540  -5.568E-08  -2.563E-10  124.21     51       0.000    0.000    0.000   0.3715  -0.928  -6.866E-08  -2.508E-10
     127  -0.7777  -6.889E-08  -2.928E-10  129.85     51       0.000    0.000    0.000   0.9705  -0.241  -8.544E-08  -2.860E-10
     128   0.2353  -5.167E-08   2.630E-11  133.64     51       0.000    0.000    0.000  -0.8194  -0.573  -7.346E-08   3.027E-11
     129  -0.0911  -7.678E-08  -2.604E-10  129.07     51       0.000    0.000    0.000   0.9334  -0.359  -7.146E-08   3.445E-11
     130  -0.3016  -7.660E-08   4.291E-11   85.18     51       0.000    0.000    0.000   0.1513  -0.988  -6.634E-08   4.842E-11
     131   0.0000   0.000E+00   0.000E+00    7.00     51       0.000    0.000    0.000   1.0000   0.000   0.000E+00   0.000E+00
     132     INDE        INDE        INDE    0.00     51       0.000    0.000    0.000     INDE    INDE        INDE        INDE
     133  -0.6449  -6.864E-08  -7.987E-11  110.77     51       0.000    0.000    0.000   0.6759  -0.737  -8.310E-08  -6.778E-11
     134   0.7867  -1.610E-08  -9.786E-11  125.79     51       0.000    0.000    0.000   0.1656   0.986  -3.433E-08  -7.746E-11
     135  -0.8863  -5.989E-08  -7.166E-11  109.62     51       0.000    0.000    0.000  -0.3524   0.936  -7.612E-08  -7.869E-11
     136   0.7687  -5.270E-08  -1.004E-10  125.43     51       0.000    0.000    0.000   0.7543  -0.657  -6.771E-08  -8.512E-11
     137   0.4825  -4.976E-08  -1.140E-10  116.61     51       0.000    0.000    0.000  -0.7710  -0.637  -3.839E-09  -1.041E-10
     138  -0.0342  -5.103E-08   1.818E-10  120.70     51       0.000    0.000    0.000   0.1098   0.994  -6.329E-08   1.929E-10
     139  -0.2187  -3.842E-08  -1.032E-10  124.10     51       0.000    0.000    0.000  -0.3805  -0.925  -5.024E-08  -8.645E-11
     140  -0.9856  -4.678E-08   2.048E-10  128.91     51       0.000    0.000    0.000   0.0972  -0.995  -5.132E-08  -9.060E-11
     141   0.3031  -6.437E-08   1.908E-10  123.49     51       0.000    0.000    0.000   0.3517  -0.936  -9.212E-08   2.034E-10
     142  -0.0634  -5.222E-08  -9.110E-11  125.73     51       0.000    0.000    0.000   0.9235   0.384  -5.836E-08  -7.240E-11
     143   1.0000  -6.557E-08   1.994E-10  113.63     51       0.000    0.000    0.000   0.5965   0.803  -7.490E-08   2.112E-10
     144  -0.2608  -4.671E-08  -1.515E-10  117.88     51       0.000    0.000    0.000   0.5460   0.838  -6.854E-08   1.567E-10
     145   0.9828  -4.827E-08  -1.526E-10   85.03     51       0.000    0.000    0.000   0.8675   0.497  -5.851E-08   1.486E-10
     146  -0.9999  -6.083E-08  -7.078E-11  110.15     51       0.000    0.000    0.000  -0.9902   0.140  -7.094E-08  -6.065E-11
     147  -0.9187  -5.891E-08  -8.065E-11  107.46     51       0.000    0.000    0.000   0.2523  -0.968  -4.715E-08  -6.587E-11
     148   0.2066  -5.839E-08   2.025E-10  116.90     51       0.000    0.000    0.000   0.3403   0.940  -7.104E-08   2.126E-10
     149  -0.0705  -7.274E-08   1.636E-10  123.18     51       0.000    0.000    0.000   0.7548   0.656  -8.532E-08   1.718E-10
     150   0.9960  -6.491E-08   1.902E-10  128.26     51       0.000    0.000    0.000  -0.9127   0.409  -8.197E-08   1.970E-10
     151   0.9943  -7.139E-08   2.020E-10  122.05     51       0.000    0.000    0.000   0.3430  -0.939  -7.106E-08   2.103E-10
     152   0.6489  -8.301E-08   1.819E-10  102.92     51       0.000    0.000    0.000  -0.4867  -0.874  -7.157E-08   1.948E-10
     153   0.0000   0.000E+00   0.000E+00    7.00     51       0.000    0.000    0.000   1.0000   0.000   0.000E+00   0.000E+00
     154     INDE        INDE        INDE    0.00     51       0.000    0.000    0.000     INDE    INDE        INDE        INDE
     155  -0.8950  -6.553E-08  -1.258E-11  166.03     51       0.000    0.000    0.000  -0.1350  -0.991  -7.692E-08  -8.551E-12
     156   0.8153  -3.586E-08  -1.080E-12  209.93     51       0.000    0.000    0.000  -0.0909   0.996  -8.316E-08   1.717E-11
     157  -0.4328  -5.608E-08  -2.104E-11  172.81     51       0.000    0.000    0.000   0.6938   0.720  -6.970E-08  -3.289E-11
     158   0.9677  -5.091E-08   5.335E-12  211.84     51       0.000    0.000    0.000  -0.1211  -0.993  -6.590E-08  -6.552E-12
     159   0.8383  -5.086E-08   8.509E-12  190.18     51       0.000    0.000    0.000  -0.9720   0.235  -1.863E-09   9.937E-12
     160   0.6177  -5.065E-08  -7.412E-13  191.85     51       0.000    0.000    0.000  -0.9369  -0.350  -5.489E-08  -5.806E-13
     161  -0.7631  -3.343E-08  -3.969E-12  204.59     51       0.000    0.000    0.000  -0.9992  -0.040  -4.241E-08  -8.037E-12
     162   0.9245  -4.332E-08   1.124E-12  217.19     51       0.000    0.000    0.000  -0.7830  -0.622  -4.801E-08   1.953E-12
     163  -0.8855  -6.390E-08  -4.983E-13  202.32     51       0.000    0.000    0.000   0.7784   0.628  -8.402E-08  -1.041E-13
     164   0.2760  -5.224E-08   2.430E-12  208.94     51       0.000    0.000    0.000   0.9938  -0.111  -6.000E-08   3.177E-11
      localhos   PRTAB(31DEC16)    1555               06-MAR-2018   15:03:40               Page    8
     ROW  IMAG1    DELAY 1     RATE 1      WEIGHT  REFANT 1  MBDELAY  DISP 2   DDISP 2  REAL2    IMAG2   DELAY 2     RATE 2
  NUMBER           SECONDS     SEC/SEC                       SECONDS  SEC/M**2 S/S/M**2                  SECONDS     SEC/SEC
 
     165  -0.8415  -6.530E-08  -1.966E-11  176.63     51       0.000    0.000    0.000  -0.9961   0.088  -6.885E-08  -1.906E-11
     166  -0.7891  -4.233E-08   2.374E-11  202.53     51       0.000    0.000    0.000  -0.9881  -0.154  -4.478E-08   2.401E-11
     167   0.2370  -4.956E-08   2.936E-11  134.13     51       0.000    0.000    0.000  -0.8344   0.551  -5.264E-08   2.672E-11
     168  -0.9273  -5.068E-08   1.458E-12  168.87     51       0.000    0.000    0.000  -0.5352   0.845  -5.604E-08   4.756E-12
     169  -0.9894  -5.550E-08   1.139E-12  170.68     51       0.000    0.000    0.000  -0.2884  -0.958  -4.696E-08   3.225E-12
     170   0.1946  -5.692E-08   3.136E-12  186.85     51       0.000    0.000    0.000  -0.9010  -0.434  -6.539E-08   4.455E-12
     171   0.4872  -7.057E-08   9.835E-12  203.83     51       0.000    0.000    0.000  -0.9997   0.025  -7.759E-08   9.684E-12
     172  -0.9317  -6.013E-08   2.173E-12  215.35     51       0.000    0.000    0.000  -0.5764  -0.817  -2.023E-08  -1.286E-11
     173  -0.9868  -7.432E-08  -1.246E-12  204.98     51       0.000    0.000    0.000   0.6538   0.757  -4.516E-08  -5.803E-13
     174  -0.9943  -8.140E-08  -2.966E-11  154.24     51       0.000    0.000    0.000   0.9607  -0.278  -6.473E-08  -3.130E-11
     175   0.0000   0.000E+00   0.000E+00    7.00     51       0.000    0.000    0.000   1.0000   0.000   0.000E+00   0.000E+00
     176     INDE        INDE        INDE    0.00     51       0.000    0.000    0.000     INDE    INDE        INDE        INDE
      localhos   PRTAB(31DEC16)    1555               06-MAR-2018   15:03:40               Page    9
COL. NO.        25           26
     ROW      WEIGHT      REFANT 2
  NUMBER
 
       1      100.70         51
       2      112.47         51
       3       74.77         51
       4      113.15         51
       5      106.11         51
       6      110.05         51
       7      112.34         51
       8      112.88         51
       9      108.55         51
      10      104.44         51
      11      101.65         51
      12      107.06         51
      13       79.43         51
      14      105.35         51
      15      102.60         51
      16      106.43         51
      17      105.40         51
      18      112.87         51
      19      109.80         51
      20      104.72         51
      21        7.00         51
      22        9.87         51
      23       94.37         51
      24      103.98         51
      25       73.83         51
      26      104.73         51
      27       99.29         51
      28      101.76         51
      29      104.33         51
      30      104.34         51
      31      101.10         51
      32      100.34         51
      33       97.17         51
      34       99.80         51
      35       76.59         51
      36       98.52         51
      37       96.54         51
      38      100.04         51
      39       97.99         51
      40      104.34         51
      41      101.59         51
      42       99.48         51
      43        7.00         51
      44        0.00         51
      45       94.61         51
      46      104.89         51
      47       73.29         51
      48      107.13         51
      49      101.58         51
      50      104.80         51
      51      106.78         51
      52      107.30         51
      53      103.07         51
      54      102.55         51
      localhos   PRTAB(31DEC16)    1555               06-MAR-2018   15:03:40               Page   10
     ROW      WEIGHT      REFANT 2
  NUMBER
 
      55       99.56         51
      56       99.85         51
      57       74.67         51
      58       99.19         51
      59       97.20         51
      60      103.59         51
      61      101.03         51
      62      106.29         51
      63      102.52         51
      64      100.05         51
      65        7.00         51
      66        0.00         51
      67      108.48         51
      68      121.90         51
      69       91.13         51
      70      123.25         51
      71      117.18         51
      72      116.76         51
      73      122.72         51
      74      122.86         51
      75      118.20         51
      76      118.13         51
      77      113.39         51
      78      118.45         51
      79       87.40         51
      80      113.68         51
      81      112.25         51
      82      120.03         51
      83      115.31         51
      84      122.72         51
      85      118.87         51
      86      110.69         51
      87        7.00         51
      88        0.00         51
      89       94.51         51
      90       92.97         51
      91       69.44         51
      92      103.19         51
      93       98.66         51
      94       98.75         51
      95      103.50         51
      96      104.65         51
      97      100.79         51
      98       96.79         51
      99       99.34         51
     100       99.53         51
     101       74.87         51
     102       95.44         51
     103       93.83         51
     104       99.70         51
     105       98.27         51
     106      100.63         51
     107       99.49         51
     108       94.74         51
     109        7.00         51
      localhos   PRTAB(31DEC16)    1555               06-MAR-2018   15:03:40               Page   11
     ROW      WEIGHT      REFANT 2
  NUMBER
 
     110        0.00         51
     111       78.00         51
     112       82.09         51
     113        0.00         51
     114       85.10         51
     115       78.18         51
     116       81.54         51
     117       85.18         51
     118       85.55         51
     119       82.55         51
     120       80.11         51
     121       81.85         51
     122       80.66         51
     123       60.95         51
     124       79.08         51
     125       77.85         51
     126       82.74         51
     127       80.38         51
     128       82.41         51
     129       81.14         51
     130       68.60         51
     131        7.00         51
     132        0.00         51
     133       73.47         51
     134       75.19         51
     135       52.14         51
     136       75.54         51
     137       71.85         51
     138       73.55         51
     139       75.65         51
     140       76.06         51
     141       73.58         51
     142       73.24         51
     143       73.65         51
     144       73.30         51
     145       53.83         51
     146       73.65         51
     147       71.84         51
     148       73.09         51
     149       73.59         51
     150       74.43         51
     151       73.36         51
     152       71.76         51
     153        7.00         51
     154        0.00         51
     155      107.33         51
     156      123.22         51
     157       75.21         51
     158      124.65         51
     159      115.75         51
     160      117.20         51
     161      124.47         51
     162      125.42         51
     163      118.37         51
     164      120.06         51
      localhos   PRTAB(31DEC16)    1555               06-MAR-2018   15:03:40               Page   12
     ROW      WEIGHT      REFANT 2
  NUMBER
 
     165      114.92         51
     166      118.22         51
     167       83.47         51
     168      109.34         51
     169      110.67         51
     170      117.98         51
     171      116.94         51
     172      123.80         51
     173      119.71         51
     174      110.35         51
     175        7.00         51
     176        0.00         51
